Field,Experience,Location,Company Size,Salary,Job Requirements,URL
IT - Phần mềm,Trên 5 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
Học vấn: Tốt nghiệp đại học chuyên ngành Kế toán, Kiểm toán, Tài chính hoặc các ngành liên quan.
Độ tuổi: 30 - 40 tuổi
Kinh nghiệm: Tối thiểu 7 năm kinh nghiệm trong lĩnh vực kế toán, trong đó ít nhất 3 năm ở vị trí Kế toán trưởng. Ưu tiên ứng viên có kinh nghiệm trong ngành bán lẻ.
Chứng chỉ: Chứng chỉ Kế toán trưởng, ưu tiên ứng viên có chứng chỉ ACCA, CPA.
Kỹ năng:
Thành thạo các phần mềm kế toán (Fast, Misa...) và công cụ Excel.
Kỹ năng lãnh đạo, quản lý đội nhóm và giải quyết vấn đề.
Khả năng phân tích, tư duy logic và đưa ra quyết định tài chính chiến lược.",https://www.topcv.vn/viec-lam/ke-toan-truong/1691183.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Kế toán / Kiểm toán,3 năm,Hà Nội,25-99 nhân viên,12 - 17 triệu,"Yêu cầu ứng viên
· Tốt nghiệp ĐH chuyên ngành Kế toán/Kiểm toán, tuổi 25-28.
· Yêu cầu 3 năm kinh nghiệm tại các công ty tư vấn kế toán, thuế.
· Hiểu biết tốt về kế toán, thuế, sẵn sàng gắn bó lâu dài 3-5 năm.
· Thành thạo MISA, tiếng Anh cơ bản (tiếng Hàn là lợi thế lớn).
. Ưu tiên ứng viên tốt nghiệp HV Tài Chính, KTQD, Bách khoa, Ngân hàng, Thương Mại",https://www.topcv.vn/viec-lam/dich-vu-ke-toan-kiem-toan-thue-03-nam-kinh-nghiem-di-lam-ngay-tai-thanh-xuan-hn/956747.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Xây dựng,Không yêu cầu,Hồ Chí Minh,10-24 nhân viên,15 - 17 triệu,"Yêu cầu ứng viên
- Độ chính xác cao: Tránh sai sót trong số liệu.
- Tuân thủ deadline: Báo cáo thuế, tài chính đều có thời hạn cứng.
- Kỹ năng phần mềm: Thành thạo Excel, phần mềm kế toán (MISA, Fast, SAP...).
- Kiến thức pháp lý: Nắm vững Luật Kế toán, Luật Thuế Việt Nam",https://www.topcv.vn/viec-lam/ke-toan-tong-hop/1672496.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Khác,2 năm,Hồ Chí Minh,10-24 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
• Tốt nghiệp chuyên ngành kế toán, kiểm toán (từ cao đẳng trở lên)
• Kinh nghiệm làm việc: tối thiểu 2 năm
(Ưu tiên hồ sơ có kinh nghiệm về kế toán thuế, kế toán tổng hợp)
• Thành thạo các nghiệp vụ, sử dụng tốt các công cụ kế toán, phần mềm Amis
• Trung thực, ý thức kỷ luật công việc và tinh thần trách nhiệm",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-luong-tu-10-000-000-15-000-000-lam-viec-tai-q7-hcm/1671764.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Khác,3 năm,Hà Nội,25-99 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
- Tốt nghiệp Đại học trở lên, chuyên ngành Tài chính-Ngân hàng, Kế toán, Kiểm toán...;
- Có ít nhất 3 năm kinh nghiệm tại các lĩnh vực cụ thể như: Bất động sản, Đầu tư, Xây dựng...;
- Có khả năng tổ chức và kiểm soát công việc;
- Kỹ năng giao tiếp, giải quyết vấn đề;
- Thành thạo vi tính văn phòng và các phần mềm kế toán;
- Có khả năng làm việc dưới áp lực cao, nhiệt huyết và gắn bó với công việc.",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-10-15-trieu-thang-tai-cau-giay-di-lam-ngay/1676180.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Bán lẻ - Hàng tiêu dùng - FMCG,Dưới 1 năm,Hà Nội,1000+ nhân viên,7 - 10 triệu,"Yêu cầu ứng viên
- Tin học văn phòng thành thạo đặc biệt là excel
- Tư duy tốt
- Chăm chỉ, nhiệt tình, có trách nhiệm với công việc, có phương tiện đi lại
- Di chuyển được các cửa hàng ở Hà Nội, Bắc Ninh, Hải Phòng, Quảng Ninh, Thái Nguyên, Thanh Hóa",https://www.topcv.vn/viec-lam/kiem-ke-kho-di-chuyen-cac-cua-hang-kids-plaza-mien-bac/1616081.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Sản xuất,Không yêu cầu,Long An,100-499 nhân viên,Tới 12 triệu,"Yêu cầu ứng viên
Tốt nghiệp Trung cấp/Cao đẳng/Đại học chuyên ngành Kế toán, Tài chính, Kiểm toán hoặc liên quan.
Chấp nhận sinh viên mới ra trường sẽ được đào tạo.
Chấp nhận chọn nghỉ 1 ngày không cố định, xoay nghỉ với team kế toán.
Thành thạo tin học văn phòng, đặc biệt là Excel.
Cẩn thận, chịu khó, trung thực, có trách nhiệm và khả năng làm việc độc lập.",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan/1658181.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Logistics - Vận tải,Không yêu cầu,Hà Nội,100-499 nhân viên,13.5 - 16 triệu,"Yêu cầu ứng viên
Nữ sinh năm 1991
Tốt nghiệp Cao đẳng . Không yêu cầu Kinh nghiệm sẽ được hướng dẫn tận tình khi vào làm.
Cẩn thận, tỉ mỉ, có khả năng làm việc độc lập
Kỹ năng giao tiếp tốt, có khả năng làm việc nhóm và phối hợp với các bộ phận khác",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-kho-nu-1991-di-lam-ngay/1678685.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Khác,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng/Đại học chuyên ngành Kế toán, Tài chính hoặc liên quan.
Có kinh nghiệm kế toán ít nhất 1 năm (ưu tiên ngành nông sản/gạo).
Thành thạo phần mềm kế toán (Misa, Sapo...) và Excel.
Trung thực, cẩn thận, có tinh thần trách nhiệm.
Khả năng làm việc độc lập và phối hợp nhóm tốt.",https://www.topcv.vn/viec-lam/ke-toan-ban-hang-thu-nhap-hap-dan-tu-9tr-13tr-di-lam-ngay/1676875.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Điện tử / Điện lạnh,1 năm,Hà Nội,25-99 nhân viên,Từ 15 triệu,"Yêu cầu ứng viên
Tốt nghiệp Cao Đẳng trở lên, chuyên ngành Tài chính-Ngân hàng, Kế toán, Kiểm toán...
Có ít nhất 1 năm kinh nghiệm tại vị trí tương đương
Có khả năng tổ chức và kiểm soát công việc
Kỹ năng tổ chức , giải quyết vấn đề
Thành thạo vi tính văn phòng và các phần mềm kế toán;
Có khả năng làm việc dưới áp lực cao, nhiệt huyết và gắn bó với công việc.",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-luong-cung-15-trieu-thanh-xuan-ha-noi/1679087.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Khác,1 năm,Hồ Chí Minh,25-99 nhân viên,Từ 10 triệu,"Yêu cầu ứng viên
– Tốt nghiệp từ trung cấp chuyên ngành kế toán, kiểm toán, tài chính, kinh tế
Kinh nghiệm
– Tối thiểu 01 năm kinh nghiệm trong lĩnh vực kế toán
Kỹ năng
– Giao tiếp tốt
– Giải quyết vấn đề tốt, đặc biệt là kế toán công nợ.
– Lập kế hoạch, làm việc khoa học, ngăn nắp
– Quản lý dữ liệu
– Sử dụng Excel thành thạo
– Chịu khó, chịu được áp lực công việc.
Độ tuổi
– Từ 25 đến 35 tuổi",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-cong-no/1626766.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Giáo dục / Đào tạo,1 năm,Hà Nội,25-99 nhân viên,10 - 13 triệu,"Yêu cầu ứng viên
Trình độ: tốt nghiệp Cao đẳng, Đại học Chuyên ngành Kế toán – Tài chính hoặc chuyên ngành liên quan.
Có kinh nghiệm tối thiểu 1 năm.
Hiểu biết các nghiệp vụ Kế toán.
Có khả năng phân tích, tổng hợp và viết báo cáo.
Sử dụng thành thạo các phần mềm Kế toán (Ifinance, Misa) và tin học văn phòng.
Cẩn thận, trung thực, có trách nhiệm với công việc",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-den-13-trieu-tai-ha-noi/1680302.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,25-99 nhân viên,Từ 10 triệu,"Yêu cầu ứng viên
- Tốt nghiệp trung cấp, cao đẳng, đại học chuyên ngành kế toán hoặc các ngành nghề liên quan.
- Sử dụng thành thạo phần mềm kế toán, tin học văn phòng.
- Có khả năng làm việc độc lập và làm việc nhóm.
- Cẩn thận, tỉ mỉ, trung thực, có trách nhiệm trong công việc.",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tai-phong-kham-luong-tu-10-trieu-tro-len/1672582.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Dược phẩm / Y tế / Công nghệ sinh học,3 năm,Hà Nội,25-99 nhân viên,10 - 12 triệu,"Yêu cầu ứng viên
Tốt nghiệp từ trung cấp trở lên.
Ít nhất 3 năm kinh nghiệm trong lĩnh vực kế toán sản xuất.
Hiểu biết về các quy trình sản xuất, quản lý chất lượng và quản lý kho.
Thành thạo các phần mềm kế toán Misa, Excel...
Hiểu biết về kế toán thuế là một lợi thế.
Kỹ năng phân tích số liệu, lập báo cáo và giải quyết vấn đề.
Kỹ năng giao tiếp, làm việc nhóm và quản lý thời gian tốt.
Khả năng làm việc độc lập và chịu được áp lực công việc cao.
Có tinh thần trách nhiệm, cẩn thận và tỉ mỉ trong công việc.
Nhanh nhẹn, có tinh thần cầu tiến",https://www.topcv.vn/viec-lam/ke-toan-chi-tiet/1678263.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443718
Dược phẩm / Y tế / Công nghệ sinh học,5 năm,Hà Nội,25-99 nhân viên,25 - 50 triệu,"Yêu cầu ứng viên
- Tốt nghiệp Đại học khối y khoa, dược phẩm, sinh học, kinh tế hoặc các ngành có liên quan.
- Kỹ năng thuyết trình, đàm phán, giao tiếp tốt
- Năng động, cầu tiến
- Khả năng làm việc độc lập và làm việc theo nhóm
- Tiếng Anh giao tiếp khá, đọc hiểu tài liệu chuyên môn về y tế.
- Kinh nghiệm tối thiểu 2 năm trở lên trong ngành thiết bị y tế, vật tư tiêu hao y tế. Ưu tiên đã có kinh nghiệm làm chuẩn đoán hình ảnh (XQ, CT, MRI)
-",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-thiet-bi-y-te/1688826.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Ngân hàng,Không yêu cầu,Hà Nội & 3 nơi khác,1000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng trở lên chuyên ngành: Ngân hàng, tài chính, kế toán và kinh tế,...;
Nắm vững những kiến thức cơ bản về tín dụng ngân hàng;
Kiến thức cơ bản về Luật và các quy định, quy chế, thông tư hướng dẫn của Ngân hàng Nhà Nước;
Kỹ năng thuyết trình, giao tiếp;
Hiểu biết thị trường tài chính tiền tệ;
Nhanh nhẹn, có khả năng xây dựng và duy trì quan hệ tốt với khách hàng;
Ưu tiên ứng viên có kinh nghiệm tại các: Ngân hàng, tổ chức tài chính, bảo hiểm, chứng khoán...",https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-khach-hang-ca-nhan-lao-cai-bac-ninh-ha-noi-hai-phong-thu-nhap-cao-nhieu-dai-ngo-hap-dan/1688393.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Giáo dục / Đào tạo,Dưới 1 năm,Hà Nội,100-499 nhân viên,10 - 20 triệu,"Yêu cầu ứng viên
Tốt nghiệp các ngành Kinh doanh, Tiếp thị hoặc lĩnh vực liên quan.
Có kinh nghiệm đã được chứng minh trong phát triển kinh doanh, có kinh nghiệm trong lĩnh vực giáo dục là một lợi thế mạnh.
Có tối thiểu 6 tháng kinh nghiệm trong việc phát triển kinh doanh B2B.
Có kỹ năng giao tiếp và trình bày tốt.
Có khả năng đàm phán và xây dựng mối quan hệ mạnh mẽ.
Có khả năng tiến hành đánh giá và đề xuất các giải pháp phù hợp.
Có tư duy về định hướng kết quả công việc cũng như hợp tác với khả năng làm việc hiệu quả trong một nhóm liên chức năng.",https://www.topcv.vn/viec-lam/nhan-vien-phat-trien-kinh-doanh-giao-duc-b2b-thu-nhap-upto-20m-full-luong-thu-viec/1684156.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Cơ khí,3 năm,Hà Nội,25-99 nhân viên,Thoả thuận,"Yêu cầu ứng viên
• Nam/Nữ từ 28 - 45 tuổi.
• Tốt nghiệp Đại học chuyên ngành Kinh tế, Quản trị kinh doanh, Xây dựng, Cơ điện,...
• Có ít nhất 3 năm kinh nghiệm ở vị trí tương đương, ưu tiên trong lĩnh vực vật liệu xây dựng hoặc PCCC.
• Kỹ năng lãnh đạo, lập kế hoạch, tư duy chiến lược tốt.
• Kỹ năng giao tiếp, đàm phán, xử lý tình huống xuất sắc.",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-thu-nhap-15-20-trieu-thang-tai-ha-noi/1664958.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Bất động sản,Không yêu cầu,Hồ Chí Minh & 2 nơi khác,25-99 nhân viên,9 - 50 triệu,"Yêu cầu ứng viên
Độ tuổi từ 22 tuổi trở lên
Ngoại hình sáng – Giao tiếp tốt - Đam mê kinh doanh.
Ứng viên có kinh nghiệm làm việc tại các công ty bất động sản, kinh doanh xe sang, hàng hiệu cao cấp, bảo hiểm, ngân hàng là một lợi thế",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-sales-bat-dong-san-luong-cung-9tr-hoa-hong-ho-tro-khach-marketing-da-nang-ho-chi-minh-vung-tau/1643891.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Đắk Lắk,1000+ nhân viên,8 - 12 triệu,"Yêu cầu ứng viên
- Tốt nghiệp từ trung cấp trở lên.
- Từ 20 - 28 tuổi, sức khỏe tốt, giọng nói rõ ràng, dễ nghe.
- Hoạt bát, nhanh nhẹn, trung thực, cẩn thận, chịu khó, dễ hòa đồng, hòa nhập với tập thể.
- Có trách nhiệm, chủ động và nhiệt tình trong công việc.
- Ưu tiên ứng viên có kinh nghiệm bán hàng trong các hệ thống siêu thị (Kênh MT) cho ngành hàng tiêu dùng và có năng khiếu trưng bày sản phẩm đẹp.",https://www.topcv.vn/viec-lam/dai-dien-kinh-doanh-ban-hang-kenh-sieu-thi-md-nganh-banh-keo-thoi-vu-6-thang-khu-vuc-buon-me-thuot/1481301.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Khác,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Từ 1 năm kinh nghiệm sale ( ưu tiên có kinh nghiệm sale mặt hàng hoa quả nhập khẩu )
- Giao tiếp tốt, thái độ cầu tiến, nhiệt tình, ham học hỏi
- Khả năng làm việc phối hợp đội nhóm tốt, quản lý thời gian tốt, tác phong làm việc chủ động, linh hoạt
- Tốt nghiệp cao đẳng trở lên",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-mang-sieu-thi-nhan-vien-kinh-doanh-nhan-vien-sale-luong-cung-tu-10tr-13tr/1688339.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Xây dựng,Không yêu cầu,Hà Nội,10-24 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Học vấn: Biết tiếng trung
- Nam tuổ từ 25 - 40
- Ưu tiên các ứng viên sinh sống tại Hà Nội, có kinh nghiệm làm sale mảng vật liệu xây dựng là 1 lợi thế biết
- Có xe máy di chuyển
- Chăm chỉ,nhanh nhẹn
- Ham học hỏi, có tinh thần cầu tiến
- Ứng xử văn minh, lịch sự",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thi-truong-sales-tu-van-ban-hang-kinh-doanh-noi-that-nam-biet-tieng-trung/1658287.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Nhà hàng / Khách sạn,2 năm,Hà Nội,1000+ nhân viên,9 - 10 triệu,"Yêu cầu ứng viên
- Tốt nghiệp từ Cao đẳng trở lên
- Sử dụng thành thạo tin học văn phòng, đặc biệt excel
- Có kinh nghiệm về cho thuê, quản lý mặt bằng
- Kỹ năng giao tiếp, thuyết phục, đàm phán
- Tư duy nhanh nhạy, chủ động và chịu được áp lực cao trong công việc.",https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-van-phong-cho-thue/1674394.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Xuất nhập khẩu,1 năm,Hà Nội,100-499 nhân viên,20 - 50 triệu,"Yêu cầu ứng viên
- Tốt nghiệp trung cấp trở lên , không nói ngọng, trách nhiệm, chăm chỉ
- Có bằng lái ô tô (Từ 01 năm trở lên)
- Nam/nữ : dưới 35
- Có khả năng giao tiếp tốt, yêu thích công việc kinh doanh
- Ưu tiên ứng viên có kiến thức và ít nhất 01 năm kinh nghiệm trong lĩnh vực kinh doanh.
- Thành thạo vi tính.
- Trung thực, nhiệt tình, có trách nhiệm trong công việc",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-o-to-dien-byd-thu-nhap-20-50-trieu-tai-ha-noi/1636513.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Tư vấn,Dưới 1 năm,Hồ Chí Minh,1000+ nhân viên,Tới 20 triệu,"Yêu cầu ứng viên
Có kinh nghiệm trong lĩnh vực telesales hoặc các công việc bán hàng qua điện thoại là một lợi thế
Kỹ năng giao tiếp, thuyết phục qua điện thoại tốt.
Kỹ năng lắng nghe và xử lý tình huống.
KHÔNG NHẬN SINH VIÊN VƯỚNG LỊCH HỌC",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-sales-online-ban-hang-qua-dien-thoai-telesales-cham-soc-khach-hang-data-co-san-thu-viec-100-luong-thu-nhap-hap-dan-den-20-trieu-quan-12/1673760.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
Nông Lâm Ngư nghiệp,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
• Giới tính: Nam
• Khả năng phân tích và xử lý dữ liệu tốt.
• Kỹ năng giao tiếp và thuyết phục hiệu quả.
• Kỹ năng tổ chức và quản lý thời gian.
Trình độ:
• Tốt nghiệp Đại học chuyên ngành Kinh doanh, Quản trị",https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-kinh-doanh-ban-hang-di-thi-truong-luong-cung-10-15-trieu-hoa-hong/1685872.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443723
